date,scientific_name,address,city,state,quality_grade
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,E Allen St,Bloomington,IN,research
2021-04-21,Magicicada septendecim,E Allen St,Bloomington,IN,research
2021-04-21,Magicicada septendecim,Gulf Branch Nature Center & Park,Arlington,VA,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,E Halbert Rd,Bethesda,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,S Walter Reed Dr,Arlington,VA,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada septendecim,Ninth Rd N,Arlington,VA,research
2021-04-21,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada septendecim,Ninth Rd N,Arlington,VA,research
2021-04-21,Magicicada cassinii,Ninth Rd N,Arlington,VA,research
2021-04-21,Magicicada septendecim,Ninth Rd N,Arlington,VA,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Indiana University Bloomington,Bloomington,IN,research
2021-04-21,Magicicada septendecim,Eighth Rd N,Arlington,VA,research
2021-04-21,Magicicada,Eighth Rd N,Arlington,VA,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Bluemont Junction Park,Arlington,VA,research
2021-04-21,Magicicada cassinii,Bluemont Junction Park,Arlington,VA,research
2021-04-21,Magicicada cassinii,Bluemont Junction Park,Arlington,VA,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,needs_id
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecula,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-21,Magicicada cassinii,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada septendecim,N Larrimore St,Arlington,VA,research
2021-04-21,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-21,Magicicada cassinii,E Linden Hill Dr,Bloomington,IN,research
2021-04-21,Magicicada,E Linden Hill Dr,Bloomington,IN,research
2021-04-21,Magicicada septendecim,East Falls Church,Arlington,VA,research
2021-04-21,Magicicada cassinii,Glos Dr,Oxford,OH,research
2021-04-21,Magicicada septendecim,Kerneway,Baltimore,MD,research
2021-04-21,Magicicada septendecim,Melrose St,Annapolis,MD,research
2021-04-21,Magicicada septendecula,S Main St,Pennington,NJ,research
2021-04-21,Magicicada,Blue Sky,Elkridge,MD,research
2021-04-21,Magicicada,Serpent Mound,Peebles,OH,research
2021-04-21,Magicicada septendecim,Woodridge,Washington,DC,research
2021-04-21,Magicicada cassinii,Drakes Corner Rd,Princeton,NJ,research
2021-04-21,Magicicada cassinii,White Rose Way,Ellicott City,MD,research
2021-04-21,Magicicada,Goucher Dr,Berwyn Heights,MD,research
2021-04-21,Magicicada septendecim,Bluemont,Arlington,VA,research
2021-04-21,Magicicada septendecim,Bluemont,Arlington,VA,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Greenway,Baltimore,MD,research
2021-04-21,Magicicada septendecim,Glenwood Rd,Bethesda,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-21,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-21,Magicicada septendecula,W Park Pl,Newark,DE,research
2021-04-21,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Innes Ave,Cincinnati,OH,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,needs_id
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecula,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,needs_id
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Sligo Creek Park,Silver Spring,MD,research
2021-04-21,Magicicada septendecim,Mt Prospect Dr,Rockville,MD,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecula,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,needs_id
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,needs_id
2021-04-21,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada cassinii,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Wildwood Rd,Kensington,MD,research
2021-04-21,Magicicada cassinii,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada cassinii,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada cassinii,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecim,Hickory Ridge Park,Columbia,MD,research
2021-04-21,Magicicada septendecula,Georgetown University,Washington,DC,research
2021-04-21,Magicicada cassinii,Renolda Woods Ct,Kettering,OH,research
2021-04-21,Magicicada septendecim,- Old Colchester Rd,Lorton,VA,research
2021-04-21,Magicicada cassinii,Calvert Hills,College Park,MD,research
2021-04-21,Magicicada septendecim,Mission Hills,Springfield,OH,research
2021-04-21,Magicicada septendecim,Cabots Point Ln,Reston,VA,research
2021-04-21,Magicicada septendecim,Whittier Ave,McLean,VA,research
2021-04-21,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada cassinii,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Patapsco Valley State Park,Ellicott City,MD,research
2021-04-21,Magicicada septendecim,Country Woods Ct,Finksburg,MD,research
2021-04-21,Magicicada,Acorn Dr,Oakwood,OH,research
2021-04-21,Magicicada septendecim,Butler Rd,Glyndon,MD,research
2021-04-21,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-21,Magicicada cassinii,S County Road  E,Rosedale,IN,research
2021-04-21,Magicicada cassinii,Herndon pkwy & Leona La,Herndon,VA,research
2021-04-21,Magicicada septendecula,Robert L Melson Ln,Newark,DE,research
2021-04-21,Magicicada septendecim,Dent Pl NW,Washington,DC,research
2021-04-21,Magicicada septendecim,Dent Pl NW,Washington,DC,research
2021-04-21,Magicicada septendecula,John Bryan State Park,Yellow Springs,OH,research
2021-04-21,Magicicada,Olney Laytonsville Rd,Laytonsville,MD,research
2021-04-21,Magicicada septendecula,Edmondson Ave,Catonsville,MD,research
2021-04-21,Magicicada tredecim,N Quincy St,Arlington,VA,research
